page_id,window_start,window_end,total_posts_3d,posts_per_day,total_reactions_3d,total_comments_3d,total_shares_3d,engagement_per_post,avg_negative_ratio_3d,positive_reactions_3d,negative_reactions_3d,reaction_trend
facebook_page,2013-10-07,2013-10-09,5,1.6666666666666667,670,98,24,134.0,0.0,670,0,577
facebook_page,2013-10-08,2013-10-10,7,2.3333333333333335,1219,121,22,174.14285714285714,0.0,1219,0,525
facebook_page,2013-10-09,2013-10-11,11,3.6666666666666665,1894,142,30,172.1818181818182,0.0,1894,0,122
facebook_page,2013-10-10,2013-10-12,9,3.0,1559,57,22,173.22222222222223,0.0,1559,0,-307
facebook_page,2013-10-11,2013-10-13,10,3.3333333333333335,1364,62,11,136.4,0.0,1364,0,-345
facebook_page,2013-10-12,2013-10-15,6,2.0,802,48,6,133.66666666666666,0.0,802,0,-105
facebook_page,2013-10-13,2013-10-16,11,3.6666666666666665,3231,175,18,293.72727272727275,0.0,3231,0,2317
facebook_page,2013-10-15,2013-10-17,12,4.0,3219,186,22,268.25,0.0,3219,0,205
facebook_page,2013-10-16,2013-10-18,16,5.333333333333333,3529,206,25,220.5625,0.0,3529,0,-2224
facebook_page,2013-10-17,2013-10-19,11,3.6666666666666665,880,74,14,80.0,0.0,880,0,-320
facebook_page,2013-10-18,2013-10-20,7,2.3333333333333335,590,31,7,84.28571428571429,0.0,590,0,-395
facebook_page,2013-10-19,2013-10-21,3,1.0,123,6,1,41.0,0.0,123,0,-42
facebook_page,2013-10-20,2013-10-22,3,1.0,143,8,4,47.666666666666664,0.0,143,0,-10
facebook_page,2013-10-21,2013-10-23,6,2.0,695,26,15,115.83333333333333,0.0,695,0,624
facebook_page,2013-10-22,2013-10-24,9,3.0,1302,45,21,144.66666666666666,0.0,1302,0,545
facebook_page,2013-10-23,2013-10-25,9,3.0,1370,60,22,152.22222222222223,0.0,1370,0,-494
facebook_page,2013-10-24,2013-10-26,10,3.3333333333333335,1367,55,11,136.7,0.0,1367,0,14
facebook_page,2013-10-25,2013-10-29,7,2.3333333333333335,812,37,9,116.0,0.0,812,0,-78
facebook_page,2013-10-26,2013-10-30,7,2.3333333333333335,807,23,4,115.28571428571429,0.0,807,0,-496
facebook_page,2013-10-29,2013-10-31,3,1.0,311,10,4,103.66666666666667,0.0,311,0,73
facebook_page,2013-10-30,2013-11-01,6,2.0,926,38,36,154.33333333333334,0.0,926,0,542
facebook_page,2013-10-31,2013-11-02,15,5.0,3768,132,126,251.2,0.0,3768,0,2842
facebook_page,2013-11-01,2013-11-03,15,5.0,4014,138,142,267.6,0.0,4014,0,-296
facebook_page,2013-11-02,2013-11-04,14,4.666666666666667,4135,135,125,295.35714285714283,0.0,4135,0,-2179
facebook_page,2013-11-03,2013-11-05,7,2.3333333333333335,2417,108,41,345.2857142857143,0.0,2417,0,878
facebook_page,2013-11-04,2013-11-06,9,3.0,2362,130,30,262.44444444444446,0.0,2362,0,-472
facebook_page,2013-11-05,2013-11-08,7,2.3333333333333335,1630,101,11,232.85714285714286,0.0,1630,0,-1193
facebook_page,2013-11-06,2013-11-11,6,2.0,693,49,11,115.5,0.0,693,0,-4
facebook_page,2013-11-08,2013-11-12,5,1.6666666666666667,575,28,7,115.0,0.0,575,0,142
facebook_page,2013-11-11,2013-11-14,5,1.6666666666666667,855,58,7,171.0,0.0,855,0,24
facebook_page,2013-11-12,2013-11-15,7,2.3333333333333335,1282,103,4,183.14285714285714,0.0,1282,0,541
facebook_page,2013-11-14,2013-11-16,6,2.0,1272,99,3,212.0,0.0,1272,0,-148
facebook_page,2013-11-15,2013-11-17,9,3.0,1459,102,3,162.11111111111111,0.0,1459,0,-216
facebook_page,2013-11-16,2013-11-18,10,3.3333333333333335,2231,100,11,223.1,0.0,2231,0,1323
facebook_page,2013-11-17,2013-11-19,11,3.6666666666666665,2832,128,20,257.45454545454544,0.0,2832,0,266
facebook_page,2013-11-18,2013-11-20,11,3.6666666666666665,2622,101,20,238.36363636363637,0.0,2622,0,-1198
facebook_page,2013-11-19,2013-11-25,9,3.0,1629,61,9,181.0,0.0,1629,0,-271
facebook_page,2013-11-20,2013-11-27,9,3.0,987,38,0,109.66666666666667,0.0,987,0,-166
facebook_page,2013-11-25,2013-11-30,6,2.0,854,36,0,142.33333333333334,0.0,854,0,-338
facebook_page,2013-11-27,2013-12-03,6,2.0,624,34,0,104.0,0.0,624,0,141
facebook_page,2013-11-30,2013-12-04,5,1.6666666666666667,588,26,0,117.6,0.0,588,0,-69
facebook_page,2013-12-03,2013-12-05,7,2.3333333333333335,856,55,0,122.28571428571429,0.0,856,0,160
facebook_page,2013-12-04,2013-12-07,6,2.0,819,42,0,136.5,0.0,819,0,140
facebook_page,2013-12-05,2013-12-09,6,2.0,762,39,0,127.0,0.0,762,0,-394
facebook_page,2013-12-07,2013-12-10,4,1.3333333333333333,671,29,2,167.75,0.0,671,0,106
facebook_page,2013-12-09,2013-12-12,3,1.0,607,25,2,202.33333333333334,0.0,607,0,133
facebook_page,2013-12-10,2013-12-13,6,2.0,1571,42,2,261.8333333333333,0.0,1571,0,661
facebook_page,2013-12-12,2013-12-14,8,2.6666666666666665,1864,33,0,233.0,0.0,1864,0,463
facebook_page,2013-12-13,2013-12-15,10,3.3333333333333335,2082,42,0,208.2,0.0,2082,0,-613
facebook_page,2013-12-14,2013-12-16,8,2.6666666666666665,1376,31,0,172.0,0.0,1376,0,-338
facebook_page,2013-12-15,2013-12-17,6,2.0,944,19,0,157.33333333333334,0.0,944,0,-187
facebook_page,2013-12-16,2013-12-18,6,2.0,930,17,0,155.0,0.0,930,0,79
facebook_page,2013-12-17,2013-12-19,7,2.3333333333333335,1891,26,1,270.14285714285717,0.0,1891,0,1055
facebook_page,2013-12-18,2013-12-20,8,2.6666666666666665,1822,25,1,227.75,0.0,1822,0,-242
facebook_page,2013-12-19,2013-12-21,6,2.0,1503,16,1,250.5,0.0,1503,0,-1201
facebook_page,2013-12-20,2013-12-22,5,1.6666666666666667,688,8,1,137.6,0.0,688,0,309
facebook_page,2013-12-21,2013-12-24,6,2.0,711,9,2,118.5,0.0,711,0,100
facebook_page,2013-12-22,2013-12-25,9,3.0,953,16,3,105.88888888888889,0.0,953,0,-144
facebook_page,2013-12-24,2013-12-26,9,3.0,889,17,5,98.77777777777777,0.0,889,0,222
facebook_page,2013-12-25,2013-12-27,7,2.3333333333333335,777,15,4,111.0,0.0,777,0,-254
facebook_page,2013-12-26,2013-12-28,4,1.3333333333333333,506,12,3,126.5,0.0,506,0,-351
facebook_page,2013-12-27,2013-12-31,7,2.3333333333333335,807,21,1,115.28571428571429,0.0,807,0,635
facebook_page,2013-12-28,2014-01-05,9,3.0,1655,69,4,183.88888888888889,0.0,1655,0,865
facebook_page,2013-12-31,2014-01-06,9,3.0,1880,71,4,208.88888888888889,0.0,1880,0,-427
facebook_page,2014-01-05,2014-01-07,5,1.6666666666666667,1510,75,8,302.0,0.0,1510,0,-583
facebook_page,2014-01-06,2014-01-08,7,2.3333333333333335,2113,89,13,301.85714285714283,0.0,2113,0,1243
facebook_page,2014-01-07,2014-01-10,9,3.0,2489,96,15,276.55555555555554,0.0,2489,0,319
facebook_page,2014-01-08,2014-01-11,11,3.6666666666666665,3301,110,13,300.09090909090907,0.0,3301,0,-374
facebook_page,2014-01-10,2014-01-12,11,3.6666666666666665,2833,87,7,257.54545454545456,0.0,2833,0,399
facebook_page,2014-01-11,2014-01-14,9,3.0,2459,81,5,273.22222222222223,0.0,2459,0,-867
facebook_page,2014-01-12,2014-01-19,7,2.3333333333333335,1566,54,2,223.71428571428572,0.0,1566,0,-799
facebook_page,2014-01-14,2014-01-20,4,1.3333333333333333,1132,60,0,283.0,0.0,1132,0,339
facebook_page,2014-01-19,2014-01-21,5,1.6666666666666667,1655,64,0,331.0,0.0,1655,0,549
facebook_page,2014-01-20,2014-01-24,5,1.6666666666666667,1833,61,1,366.6,0.0,1833,0,-187
facebook_page,2014-01-21,2014-01-26,8,2.6666666666666665,3778,81,7,472.25,0.0,3778,0,1761
facebook_page,2014-01-24,2014-01-27,7,2.3333333333333335,3299,75,7,471.2857142857143,0.0,3299,0,-108
facebook_page,2014-01-26,2014-01-28,12,4.0,4693,131,9,391.0833333333333,0.0,4693,0,-738
facebook_page,2014-01-27,2014-01-29,8,2.6666666666666665,2403,75,3,300.375,0.0,2403,0,-50
facebook_page,2014-01-28,2014-01-30,8,2.6666666666666665,2305,78,3,288.125,0.0,2305,0,-1600
facebook_page,2014-01-29,2014-01-31,3,1.0,923,48,0,307.6666666666667,0.0,923,0,170
facebook_page,2014-01-30,2014-02-01,4,1.3333333333333333,1439,87,14,359.75,0.0,1439,0,564
facebook_page,2014-01-31,2014-02-02,4,1.3333333333333333,2189,125,18,547.25,0.0,2189,0,532
facebook_page,2014-02-01,2014-02-03,4,1.3333333333333333,2467,112,24,616.75,0.0,2467,0,-68
facebook_page,2014-02-02,2014-02-05,3,1.0,1963,74,10,654.3333333333334,0.0,1963,0,-690
facebook_page,2014-02-03,2014-02-08,3,1.0,1794,54,8,598.0,0.0,1794,0,85
facebook_page,2014-02-05,2014-02-10,3,1.0,1985,58,5,661.6666666666666,0.0,1985,0,627
facebook_page,2014-02-08,2014-02-12,5,1.6666666666666667,2501,73,5,500.2,0.0,2501,0,-5
facebook_page,2014-02-10,2014-02-13,8,2.6666666666666665,3471,90,22,433.875,0.0,3471,0,864
facebook_page,2014-02-12,2014-02-14,9,3.0,3306,83,19,367.3333333333333,0.0,3306,0,-54
facebook_page,2014-02-13,2014-02-15,8,2.6666666666666665,3735,87,28,466.875,0.0,3735,0,-546
facebook_page,2014-02-14,2014-02-17,7,2.3333333333333335,2332,56,9,333.14285714285717,0.0,2332,0,-374
facebook_page,2014-02-15,2014-02-20,6,2.0,2060,58,9,343.3333333333333,0.0,2060,0,-755
facebook_page,2014-02-17,2014-02-21,5,1.6666666666666667,877,31,0,175.4,0.0,877,0,-326
facebook_page,2014-02-20,2014-02-22,4,1.3333333333333333,1548,51,3,387.0,0.0,1548,0,569
facebook_page,2014-02-21,2014-02-23,9,3.0,4013,156,12,445.8888888888889,0.0,4013,0,2893
facebook_page,2014-02-22,2014-02-24,9,3.0,4385,161,14,487.22222222222223,0.0,4385,0,-625
facebook_page,2014-02-23,2014-02-25,8,2.6666666666666665,3456,135,14,432.0,0.0,3456,0,-2825
facebook_page,2014-02-24,2014-02-28,4,1.3333333333333333,1567,50,6,391.75,0.0,1567,0,632
facebook_page,2014-02-25,2014-03-02,8,2.6666666666666665,3103,89,4,387.875,0.0,3103,0,1840
facebook_page,2014-02-28,2014-03-03,8,2.6666666666666665,3583,101,2,447.875,0.0,3583,0,-456
facebook_page,2014-03-02,2014-03-04,10,3.3333333333333335,4839,139,3,483.9,0.0,4839,0,352
facebook_page,2014-03-03,2014-03-06,11,3.6666666666666665,5867,150,6,533.3636363636364,0.0,5867,0,2388
facebook_page,2014-03-04,2014-03-07,11,3.6666666666666665,5584,139,6,507.6363636363636,0.0,5584,0,-1995
facebook_page,2014-03-06,2014-03-08,13,4.333333333333333,6950,122,9,534.6153846153846,0.0,6950,0,690
facebook_page,2014-03-07,2014-03-09,10,3.3333333333333335,7453,91,11,745.3,0.0,7453,0,3174
facebook_page,2014-03-08,2014-03-10,16,5.333333333333333,11333,130,16,708.3125,0.0,11333,0,519
facebook_page,2014-03-09,2014-03-11,12,4.0,9155,107,14,762.9166666666666,0.0,9155,0,-1991
facebook_page,2014-03-10,2014-03-12,10,3.3333333333333335,6237,86,10,623.7,0.0,6237,0,-3624
facebook_page,2014-03-11,2014-03-13,4,1.3333333333333333,4887,88,11,1221.75,0.0,4887,0,1347
facebook_page,2014-03-12,2014-03-14,3,1.0,7492,114,14,2497.3333333333335,0.0,7492,0,3532
facebook_page,2014-03-13,2014-03-15,5,1.6666666666666667,13651,239,29,2730.2,0.0,13651,0,3885
facebook_page,2014-03-14,2014-03-16,6,2.0,13701,251,25,2283.5,0.0,13701,0,-1208
facebook_page,2014-03-15,2014-03-18,6,2.0,12127,254,52,2021.1666666666667,0.0,12127,0,-4201
facebook_page,2014-03-16,2014-03-21,5,1.6666666666666667,6525,147,38,1305.0,0.0,6525,0,-1767
facebook_page,2014-03-18,2014-03-22,6,2.0,7874,239,41,1312.3333333333333,0.0,7874,0,1715
facebook_page,2014-03-21,2014-03-25,6,2.0,7277,409,13,1212.8333333333333,0.0,7277,0,804
facebook_page,2014-03-22,2014-03-27,5,1.6666666666666667,7483,416,13,1496.6,0.0,7483,0,-2910
facebook_page,2014-03-25,2014-03-28,3,1.0,3578,282,7,1192.6666666666667,0.0,3578,0,-1593
facebook_page,2014-03-27,2014-04-11,4,1.3333333333333333,2959,67,6,739.75,0.0,2959,0,-21
facebook_page,2014-03-28,2014-04-15,5,1.6666666666666667,3775,95,11,755.0,0.0,3775,0,1811
facebook_page,2014-04-11,2014-04-17,5,1.6666666666666667,3989,96,11,797.8,0.0,3989,0,-760
facebook_page,2014-04-15,2014-04-18,4,1.3333333333333333,3127,94,18,781.75,0.0,3127,0,-1699
facebook_page,2014-04-17,2014-04-20,3,1.0,1419,40,11,473.0,0.0,1419,0,-111
facebook_page,2014-04-18,2014-04-22,5,1.6666666666666667,2658,68,30,531.6,0.0,2658,0,1341
facebook_page,2014-04-20,2014-04-23,5,1.6666666666666667,2974,75,22,594.8,0.0,2974,0,325
facebook_page,2014-04-22,2014-04-24,6,2.0,4367,119,25,727.8333333333334,0.0,4367,0,43
facebook_page,2014-04-23,2014-04-25,8,2.6666666666666665,4929,124,12,616.125,0.0,4929,0,1587
facebook_page,2014-04-24,2014-04-26,11,3.6666666666666665,5750,143,10,522.7272727272727,0.0,5750,0,-247
facebook_page,2014-04-25,2014-04-27,11,3.6666666666666665,4659,123,16,423.54545454545456,0.0,4659,0,-1610
facebook_page,2014-04-26,2014-04-28,7,2.3333333333333335,3207,94,12,458.14285714285717,0.0,3207,0,-686
facebook_page,2014-04-27,2014-04-29,4,1.3333333333333333,1815,63,12,453.75,0.0,1815,0,-548
facebook_page,2014-04-28,2014-04-30,3,1.0,1724,65,3,574.6666666666666,0.0,1724,0,-249
facebook_page,2014-04-29,2014-05-01,4,1.3333333333333333,1334,56,2,333.5,0.0,1334,0,316
facebook_page,2014-04-30,2014-05-04,4,1.3333333333333333,1788,58,3,447.0,0.0,1788,0,-3
facebook_page,2014-05-01,2014-05-05,4,1.3333333333333333,1300,28,3,325.0,0.0,1300,0,-347
facebook_page,2014-05-04,2014-05-06,4,1.3333333333333333,1751,53,9,437.75,0.0,1751,0,313
facebook_page,2014-05-05,2014-05-08,6,2.0,2241,97,18,373.5,0.0,2241,0,975
facebook_page,2014-05-06,2014-05-19,6,2.0,2430,104,19,405.0,0.0,2430,0,-609
facebook_page,2014-05-08,2014-05-20,6,2.0,2533,84,12,422.1666666666667,0.0,2533,0,-74
facebook_page,2014-05-19,2014-05-22,6,2.0,2874,44,8,479.0,0.0,2874,0,1127
facebook_page,2014-05-20,2014-05-23,6,2.0,2962,44,7,493.6666666666667,0.0,2962,0,-624
facebook_page,2014-05-22,2014-05-24,7,2.3333333333333335,3719,74,10,531.2857142857143,0.0,3719,0,342
facebook_page,2014-05-23,2014-05-25,6,2.0,2951,64,3,491.8333333333333,0.0,2951,0,271
facebook_page,2014-05-24,2014-05-27,6,2.0,2981,71,3,496.8333333333333,0.0,2981,0,-1351
facebook_page,2014-05-25,2014-05-28,4,1.3333333333333333,1710,39,11,427.5,0.0,1710,0,-161
facebook_page,2014-05-27,2014-05-30,4,1.3333333333333333,1775,74,12,443.75,0.0,1775,0,306
facebook_page,2014-05-28,2014-05-31,5,1.6666666666666667,2268,81,19,453.6,0.0,2268,0,413
facebook_page,2014-05-30,2014-06-01,5,1.6666666666666667,2316,105,10,463.2,0.0,2316,0,-178
facebook_page,2014-05-31,2014-06-02,4,1.3333333333333333,1877,67,9,469.25,0.0,1877,0,-626
facebook_page,2014-06-01,2014-06-03,3,1.0,1297,49,22,432.3333333333333,0.0,1297,0,-215
facebook_page,2014-06-02,2014-06-04,3,1.0,1346,39,22,448.6666666666667,0.0,1346,0,310
facebook_page,2014-06-03,2014-06-05,5,1.6666666666666667,2591,69,26,518.2,0.0,2591,0,1199
facebook_page,2014-06-04,2014-06-08,6,2.0,2878,84,7,479.6666666666667,0.0,2878,0,23
facebook_page,2014-06-05,2014-06-09,7,2.3333333333333335,2913,83,6,416.14285714285717,0.0,2913,0,-900
facebook_page,2014-06-08,2014-06-17,6,2.0,2772,75,16,462.0,0.0,2772,0,771
facebook_page,2014-06-09,2014-06-18,6,2.0,3941,111,34,656.8333333333334,0.0,3941,0,1157
facebook_page,2014-06-17,2014-06-21,5,1.6666666666666667,3435,85,33,687.0,0.0,3435,0,-1265
facebook_page,2014-06-18,2014-06-26,4,1.3333333333333333,2324,70,20,581.0,0.0,2324,0,-1509
facebook_page,2014-06-21,2014-06-30,3,1.0,1703,100,9,567.6666666666666,0.0,1703,0,1042
facebook_page,2014-06-26,2014-07-01,3,1.0,1892,97,9,630.6666666666666,0.0,1892,0,35
facebook_page,2014-06-30,2014-07-02,3,1.0,1926,92,9,642.0,0.0,1926,0,-854
facebook_page,2014-07-01,2014-07-05,3,1.0,4445,164,94,1481.6666666666667,0.0,4445,0,3372
facebook_page,2014-07-02,2014-07-07,3,1.0,4234,167,95,1411.3333333333333,0.0,4234,0,-210
facebook_page,2014-07-05,2014-07-09,3,1.0,5306,194,108,1768.6666666666667,0.0,5306,0,-2301
facebook_page,2014-07-07,2014-07-16,4,1.3333333333333333,2600,50,15,650.0,0.0,2600,0,877
facebook_page,2014-07-09,2014-07-20,5,1.6666666666666667,6695,135,36,1339.0,0.0,6695,0,2813
facebook_page,2014-07-16,2014-07-27,5,1.6666666666666667,7347,159,58,1469.4,0.0,7347,0,1057
facebook_page,2014-07-20,2014-07-28,4,1.3333333333333333,7595,164,58,1898.75,0.0,7595,0,-2970
facebook_page,2014-07-27,2014-08-06,3,1.0,4406,80,37,1468.6666666666667,0.0,4406,0,-1028
facebook_page,2014-07-28,2014-08-14,3,1.0,2537,38,1,845.6666666666666,0.0,2537,0,-1060
facebook_page,2014-08-06,2014-08-21,3,1.0,2608,36,4,869.3333333333334,0.0,2608,0,290
facebook_page,2014-08-14,2014-08-22,3,1.0,3336,193,33,1112.0,0.0,3336,0,1569
facebook_page,2014-08-21,2014-08-24,3,1.0,3740,188,33,1246.6666666666667,0.0,3740,0,-727
facebook_page,2014-08-22,2014-09-12,7,2.3333333333333335,2454,173,34,350.57142857142856,0.0,2454,0,-1724
facebook_page,2014-08-24,2014-09-28,7,2.3333333333333335,776,12,4,110.85714285714286,0.0,776,0,-513
facebook_page,2014-09-12,2014-10-01,7,2.3333333333333335,160,1,4,22.857142857142858,0.0,160,0,-57
facebook_page,2014-09-28,2014-10-06,3,1.0,851,39,12,283.6666666666667,0.0,851,0,645
facebook_page,2014-10-01,2014-10-18,3,1.0,1608,234,76,536.0,0.0,1608,0,860
facebook_page,2014-10-06,2014-10-19,3,1.0,2685,477,141,895.0,0.0,2685,0,329
facebook_page,2014-10-18,2014-10-21,3,1.0,2350,468,132,783.3333333333334,0.0,2350,0,-447
facebook_page,2014-10-19,2014-10-25,3,1.0,2568,403,118,856.0,0.0,2568,0,1
facebook_page,2014-10-21,2014-11-21,3,1.0,1531,160,53,510.3333333333333,0.0,1531,0,-373
facebook_page,2014-10-25,2014-11-22,3,1.0,1134,131,50,378.0,0.0,1134,0,-1062
facebook_page,2014-11-21,2014-12-10,3,1.0,1557,113,38,519.0,0.0,1557,0,1461
facebook_page,2014-11-22,2015-01-02,4,1.3333333333333333,4235,142,85,1058.75,0.0,4235,0,2702
facebook_page,2014-12-10,2015-01-07,6,2.0,7211,176,91,1201.8333333333333,0.0,7211,0,1491
facebook_page,2015-01-02,2015-01-09,6,2.0,7161,71,53,1193.5,0.0,7161,0,-1267
facebook_page,2015-01-07,2015-01-10,9,3.0,8920,165,21,991.1111111111111,0.0,8920,0,1485
facebook_page,2015-01-09,2015-01-11,7,2.3333333333333335,8077,168,15,1153.857142857143,0.0,8077,0,698
facebook_page,2015-01-10,2015-01-12,7,2.3333333333333335,8459,190,15,1208.4285714285713,0.0,8459,0,-2644
facebook_page,2015-01-11,2015-01-13,4,1.3333333333333333,7880,203,127,1970.0,0.0,7880,0,1749
facebook_page,2015-01-12,2015-01-14,4,1.3333333333333333,7223,171,127,1805.75,0.0,7223,0,-341
facebook_page,2015-01-13,2015-01-15,5,1.6666666666666667,8086,155,127,1617.2,0.0,8086,0,-1202
facebook_page,2015-01-14,2015-01-17,4,1.3333333333333333,5530,23,0,1382.5,0.0,5530,0,-150
facebook_page,2015-01-15,2015-01-18,5,1.6666666666666667,7535,38,1,1507.0,0.0,7535,0,801
facebook_page,2015-01-17,2015-01-19,5,1.6666666666666667,7976,85,6,1595.2,0.0,7976,0,1795
facebook_page,2015-01-18,2015-01-22,5,1.6666666666666667,8688,102,9,1737.6,0.0,8688,0,-1443
facebook_page,2015-01-19,2015-01-23,7,2.3333333333333335,11463,122,15,1637.5714285714287,0.0,11463,0,3135
facebook_page,2015-01-22,2015-01-24,7,2.3333333333333335,11877,84,12,1696.7142857142858,0.0,11877,0,1497
facebook_page,2015-01-23,2015-01-25,7,2.3333333333333335,12608,89,10,1801.142857142857,0.0,12608,0,-3487
facebook_page,2015-01-24,2015-01-26,5,1.6666666666666667,9660,140,20,1932.0,0.0,9660,0,-227
facebook_page,2015-01-25,2015-01-29,5,1.6666666666666667,8686,173,29,1737.2,0.0,8686,0,-208
facebook_page,2015-01-26,2015-01-31,5,1.6666666666666667,7385,191,31,1477.0,0.0,7385,0,-1840
facebook_page,2015-01-29,2015-02-01,4,1.3333333333333333,5314,142,20,1328.5,0.0,5314,0,-1324
facebook_page,2015-01-31,2015-02-02,3,1.0,4019,121,13,1339.6666666666667,0.0,4019,0,-202
facebook_page,2015-02-01,2015-02-08,3,1.0,4075,102,12,1358.3333333333333,0.0,4075,0,287
facebook_page,2015-02-02,2015-02-09,3,1.0,4068,101,9,1356.0,0.0,4068,0,-36
facebook_page,2015-02-08,2015-02-11,3,1.0,3912,132,11,1304.0,0.0,3912,0,-414
facebook_page,2015-02-09,2015-02-13,5,1.6666666666666667,7027,199,18,1405.4,0.0,7027,0,3409
facebook_page,2015-02-11,2015-02-14,6,2.0,8530,176,17,1421.6666666666667,0.0,8530,0,1623
facebook_page,2015-02-13,2015-02-15,7,2.3333333333333335,9142,161,16,1306.0,0.0,9142,0,-2917
facebook_page,2015-02-14,2015-02-18,7,2.3333333333333335,9013,102,8,1287.5714285714287,0.0,9013,0,1777
facebook_page,2015-02-15,2015-02-19,8,2.6666666666666665,10345,112,8,1293.125,0.0,10345,0,2343
facebook_page,2015-02-18,2015-02-20,7,2.3333333333333335,9789,90,8,1398.4285714285713,0.0,9789,0,-3344
facebook_page,2015-02-19,2015-02-24,5,1.6666666666666667,6273,71,11,1254.6,0.0,6273,0,-3071
facebook_page,2015-02-20,2015-02-26,3,1.0,3351,75,13,1117.0,0.0,3351,0,-23
facebook_page,2015-02-24,2015-02-27,3,1.0,3695,60,8,1231.6666666666667,0.0,3695,0,516
facebook_page,2015-02-26,2015-02-28,4,1.3333333333333333,5284,155,22,1321.0,0.0,5284,0,1440
facebook_page,2015-02-27,2015-03-01,4,1.3333333333333333,5726,161,20,1431.5,0.0,5726,0,75
facebook_page,2015-02-28,2015-03-07,4,1.3333333333333333,5420,157,20,1355.0,0.0,5420,0,-1379
facebook_page,2015-03-01,2015-03-09,4,1.3333333333333333,5286,80,4,1321.5,0.0,5286,0,864
facebook_page,2015-03-07,2015-03-10,4,1.3333333333333333,4854,45,28,1213.5,0.0,4854,0,-51
facebook_page,2015-03-09,2015-03-11,5,1.6666666666666667,6828,67,28,1365.6,0.0,6828,0,729
facebook_page,2015-03-10,2015-03-12,4,1.3333333333333333,5665,51,26,1416.25,0.0,5665,0,133
facebook_page,2015-03-11,2015-03-13,4,1.3333333333333333,7611,72,0,1902.75,0.0,7611,0,-79
facebook_page,2015-03-12,2015-03-20,3,1.0,6565,72,1,2188.3333333333335,0.0,6565,0,846
facebook_page,2015-03-13,2015-03-21,4,1.3333333333333333,10029,83,2,2507.25,0.0,10029,0,1651
facebook_page,2015-03-20,2015-03-22,4,1.3333333333333333,9071,78,2,2267.75,0.0,9071,0,9
facebook_page,2015-03-21,2015-03-24,4,1.3333333333333333,9272,99,5,2318.0,0.0,9272,0,-2417
facebook_page,2015-03-22,2015-03-25,4,1.3333333333333333,8902,199,5,2225.5,0.0,8902,0,2239
facebook_page,2015-03-24,2015-04-03,4,1.3333333333333333,9095,191,5,2273.75,0.0,9095,0,1
facebook_page,2015-03-25,2015-04-06,4,1.3333333333333333,8797,145,3,2199.25,0.0,8797,0,-2345
facebook_page,2015-04-03,2015-04-07,6,2.0,15665,64,6,2610.8333333333335,0.0,15665,0,8914
facebook_page,2015-04-06,2015-04-10,9,3.0,25571,133,10,2841.222222222222,0.0,25571,0,10205
facebook_page,2015-04-07,2015-04-12,9,3.0,25710,136,8,2856.6666666666665,0.0,25710,0,-9074
facebook_page,2015-04-10,2015-04-14,6,2.0,16766,97,4,2794.3333333333335,0.0,16766,0,-9936
facebook_page,2015-04-12,2015-04-23,8,2.6666666666666665,18083,82,4,2260.375,0.0,18083,0,11383
facebook_page,2015-04-14,2015-04-24,8,2.6666666666666665,18267,80,13,2283.375,0.0,18267,0,54
facebook_page,2015-04-23,2015-05-06,9,3.0,20518,161,15,2279.777777777778,0.0,20518,0,-9002
facebook_page,2015-04-24,2015-05-08,4,1.3333333333333333,9347,100,11,2336.75,0.0,9347,0,28
facebook_page,2015-05-06,2015-05-09,4,1.3333333333333333,8877,97,3,2219.25,0.0,8877,0,-2667
facebook_page,2015-05-08,2015-05-10,3,1.0,7305,290,88,2435.0,0.0,7305,0,597
facebook_page,2015-05-09,2015-05-12,4,1.3333333333333333,9502,301,89,2375.5,0.0,9502,0,2695
facebook_page,2015-05-10,2015-05-16,4,1.3333333333333333,8019,312,88,2004.75,0.0,8019,0,-2578
facebook_page,2015-05-12,2015-05-17,7,2.3333333333333335,11771,256,142,1681.5714285714287,0.0,11771,0,2152
facebook_page,2015-05-16,2015-05-18,8,2.6666666666666665,13608,435,190,1701.0,0.0,13608,0,6015
facebook_page,2015-05-17,2015-05-19,9,3.0,17974,460,192,1997.111111111111,0.0,17974,0,-1964
facebook_page,2015-05-18,2015-05-20,7,2.3333333333333335,15367,276,52,2195.285714285714,0.0,15367,0,-2292
facebook_page,2015-05-19,2015-05-21,5,1.6666666666666667,11565,531,122,2313.0,0.0,11565,0,-2153
facebook_page,2015-05-20,2015-05-22,6,2.0,12834,757,188,2139.0,0.0,12834,0,1912
facebook_page,2015-05-21,2015-05-31,5,1.6666666666666667,10941,719,187,2188.2,0.0,10941,0,-383
facebook_page,2015-05-22,2015-06-01,5,1.6666666666666667,10559,270,69,2111.8,0.0,10559,0,-3804
facebook_page,2015-05-31,2015-06-02,4,1.3333333333333333,9006,34,20,2251.5,0.0,9006,0,2252
facebook_page,2015-06-01,2015-06-03,4,1.3333333333333333,8972,34,27,2243.0,0.0,8972,0,-35
facebook_page,2015-06-02,2015-06-04,6,2.0,13389,100,30,2231.5,0.0,13389,0,2166
facebook_page,2015-06-03,2015-06-05,5,1.6666666666666667,11018,105,15,2203.6,0.0,11018,0,-85
facebook_page,2015-06-04,2015-06-07,6,2.0,11080,104,15,1846.6666666666667,0.0,11080,0,-4390
facebook_page,2015-06-05,2015-06-08,5,1.6666666666666667,8739,55,17,1747.8,0.0,8739,0,2196
facebook_page,2015-06-07,2015-06-10,7,2.3333333333333335,11163,33,36,1594.7142857142858,0.0,11163,0,2277
