status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4,engagement_score,engagement_level,hour,dayofweek
951,photo,2016-01-28 06:07:00,480,10,0,480,0,0,0,0,0,,,,,500,high,6,3
952,photo,2016-01-26 23:33:00,140,6,0,140,0,0,0,0,0,,,,,152,medium,23,1
953,photo,2016-01-25 02:08:00,443,11,0,443,0,0,0,0,0,,,,,465,high,2,0
954,photo,2016-01-24 01:14:00,182,1,16,182,0,0,0,0,0,,,,,232,medium,1,6
955,photo,2016-01-23 02:05:00,121,0,1,121,0,0,0,0,0,,,,,124,medium,2,5
956,photo,2016-01-22 03:01:00,49,9,0,49,0,0,0,0,0,,,,,67,medium,3,4
957,status,2016-01-20 05:30:00,227,0,0,227,0,0,0,0,0,,,,,227,medium,5,2
958,photo,2016-01-17 02:34:00,230,6,0,230,0,0,0,0,0,,,,,242,medium,2,6
959,photo,2016-01-16 03:43:00,192,26,2,192,0,0,0,0,0,,,,,250,high,3,5
960,photo,2016-01-15 07:58:00,417,11,0,417,0,0,0,0,0,,,,,439,high,7,4
961,photo,2016-01-15 07:34:00,552,8,0,552,0,0,0,0,0,,,,,568,high,7,4
962,status,2016-01-15 01:33:00,111,12,0,111,0,0,0,0,0,,,,,135,medium,1,4
963,photo,2016-01-13 03:11:00,130,19,1,130,0,0,0,0,0,,,,,171,medium,3,2
964,photo,2016-01-11 10:42:00,100,11,0,100,0,0,0,0,0,,,,,122,medium,10,0
965,video,2016-01-11 04:30:00,50,11,0,50,0,0,0,0,0,,,,,72,medium,4,0
966,photo,2016-01-11 01:56:00,385,16,191,385,0,0,0,0,0,,,,,990,high,1,0
967,photo,2016-01-10 22:55:00,108,16,2,108,0,0,0,0,0,,,,,146,medium,22,6
968,photo,2016-01-08 10:30:00,368,12,0,368,0,0,0,0,0,,,,,392,high,10,4
969,photo,2016-01-05 02:45:00,307,18,0,307,0,0,0,0,0,,,,,343,high,2,1
970,photo,2016-01-05 02:44:00,176,4,1,176,0,0,0,0,0,,,,,187,medium,2,1
971,photo,2016-01-05 02:37:00,246,13,1,246,0,0,0,0,0,,,,,275,high,2,1
972,photo,2016-01-05 02:20:00,152,30,0,152,0,0,0,0,0,,,,,212,medium,2,1
973,photo,2016-01-03 06:55:00,286,5,0,286,0,0,0,0,0,,,,,296,high,6,6
974,status,2016-01-03 04:28:00,108,8,0,108,0,0,0,0,0,,,,,124,medium,4,6
975,photo,2016-01-03 04:23:00,25,8,0,25,0,0,0,0,0,,,,,41,medium,4,6
976,photo,2016-01-03 04:23:00,21,2,0,21,0,0,0,0,0,,,,,25,low,4,6
977,photo,2015-12-31 08:20:00,318,7,1,318,0,0,0,0,0,,,,,335,high,8,3
978,photo,2015-12-29 06:29:00,370,16,1,370,0,0,0,0,0,,,,,405,high,6,1
979,photo,2015-12-28 03:55:00,58,3,0,58,0,0,0,0,0,,,,,64,medium,3,0
980,photo,2015-12-28 03:54:00,45,0,0,45,0,0,0,0,0,,,,,45,medium,3,0
981,photo,2015-12-28 03:40:00,69,0,0,69,0,0,0,0,0,,,,,69,medium,3,0
982,photo,2015-12-28 02:18:00,135,2,0,135,0,0,0,0,0,,,,,139,medium,2,0
983,photo,2015-12-25 04:49:00,212,11,3,212,0,0,0,0,0,,,,,243,medium,4,4
984,photo,2015-12-24 22:26:00,184,3,1,184,0,0,0,0,0,,,,,193,medium,22,3
985,photo,2015-12-24 10:40:00,103,0,0,103,0,0,0,0,0,,,,,103,medium,10,3
986,photo,2015-12-22 21:38:00,302,9,0,302,0,0,0,0,0,,,,,320,high,21,1
987,photo,2015-12-22 06:46:00,246,9,2,246,0,0,0,0,0,,,,,270,high,6,1
988,photo,2015-12-21 08:57:00,117,0,0,117,0,0,0,0,0,,,,,117,medium,8,0
989,photo,2015-12-21 06:57:00,52,12,0,52,0,0,0,0,0,,,,,76,medium,6,0
990,photo,2015-12-21 02:03:00,317,8,0,317,0,0,0,0,0,,,,,333,high,2,0
991,photo,2015-12-20 06:04:00,189,13,1,189,0,0,0,0,0,,,,,218,medium,6,6
992,photo,2015-12-20 05:15:00,192,19,0,192,0,0,0,0,0,,,,,230,medium,5,6
993,photo,2015-12-19 09:18:00,96,8,0,96,0,0,0,0,0,,,,,112,medium,9,5
994,photo,2015-12-18 06:27:00,112,11,0,112,0,0,0,0,0,,,,,134,medium,6,4
995,photo,2015-12-18 00:22:00,124,12,0,124,0,0,0,0,0,,,,,148,medium,0,4
996,photo,2015-12-17 12:26:00,155,5,0,155,0,0,0,0,0,,,,,165,medium,12,3
997,photo,2015-12-16 09:09:00,167,16,0,167,0,0,0,0,0,,,,,199,medium,9,2
998,photo,2015-12-16 04:44:00,157,13,0,157,0,0,0,0,0,,,,,183,medium,4,2
999,status,2015-12-15 11:33:00,101,7,0,101,0,0,0,0,0,,,,,115,medium,11,1
1000,photo,2015-12-14 06:43:00,230,20,0,230,0,0,0,0,0,,,,,270,high,6,0
1001,photo,2015-12-09 09:28:00,136,5,1,136,0,0,0,0,0,,,,,149,medium,9,2
1002,photo,2015-12-09 01:47:00,131,0,0,131,0,0,0,0,0,,,,,131,medium,1,2
1003,status,2015-12-07 07:02:00,128,18,0,128,0,0,0,0,0,,,,,164,medium,7,0
1004,photo,2015-12-05 23:43:00,129,13,0,129,0,0,0,0,0,,,,,155,medium,23,5
1005,status,2015-12-02 08:26:00,376,18,16,376,0,0,0,0,0,,,,,460,high,8,2
1006,status,2015-12-02 06:38:00,68,9,1,68,0,0,0,0,0,,,,,89,medium,6,2
1007,status,2015-11-30 07:29:00,142,2,2,142,0,0,0,0,0,,,,,152,medium,7,0
1008,status,2015-11-24 02:12:00,106,12,2,106,0,0,0,0,0,,,,,136,medium,2,1
1009,photo,2015-11-23 07:49:00,88,3,0,88,0,0,0,0,0,,,,,94,medium,7,0
1010,status,2015-11-22 23:39:00,49,9,0,49,0,0,0,0,0,,,,,67,medium,23,6
1011,status,2015-11-21 08:01:00,1052,12,7,1052,0,0,0,0,0,,,,,1097,high,8,5
1012,photo,2015-11-21 04:13:00,948,7,0,948,0,0,0,0,0,,,,,962,high,4,5
1013,photo,2015-11-19 20:42:00,1552,23,0,1552,0,0,0,0,0,,,,,1598,high,20,3
1014,photo,2015-11-19 20:38:00,1580,14,1,1580,0,0,0,0,0,,,,,1611,high,20,3
1015,status,2015-11-16 21:58:00,1241,6,0,1241,0,0,0,0,0,,,,,1253,high,21,0
1016,status,2015-11-16 03:07:00,1054,9,0,1054,0,0,0,0,0,,,,,1072,high,3,0
1017,status,2015-11-15 20:41:00,954,10,0,954,0,0,0,0,0,,,,,974,high,20,6
1018,status,2015-11-11 22:49:00,1014,14,2,1014,0,0,0,0,0,,,,,1048,high,22,2
1019,status,2015-11-11 03:44:00,1768,0,1,1768,0,0,0,0,0,,,,,1771,high,3,2
1020,status,2015-11-11 02:22:00,951,13,1,951,0,0,0,0,0,,,,,980,high,2,2
1021,status,2015-11-10 02:11:00,1223,34,0,1223,0,0,0,0,0,,,,,1291,high,2,1
1022,status,2015-11-08 07:21:00,987,13,1,987,0,0,0,0,0,,,,,1016,high,7,6
1023,status,2015-11-08 00:02:00,2799,67,2,2799,0,0,0,0,0,,,,,2939,high,0,6
1024,photo,2015-11-06 21:19:00,102,1,0,102,0,0,0,0,0,,,,,104,medium,21,4
1025,photo,2015-11-06 20:46:00,160,3,0,160,0,0,0,0,0,,,,,166,medium,20,4
1026,photo,2015-11-06 00:38:00,1575,15,3,1575,0,0,0,0,0,,,,,1614,high,0,4
1027,status,2015-11-05 03:17:00,945,9,2,945,0,0,0,0,0,,,,,969,high,3,3
1028,photo,2015-11-04 03:35:00,1194,14,0,1194,0,0,0,0,0,,,,,1222,high,3,2
1029,status,2015-11-04 02:37:00,1339,9,1,1339,0,0,0,0,0,,,,,1360,high,2,2
1030,status,2015-11-03 01:46:00,963,6,0,963,0,0,0,0,0,,,,,975,high,1,1
1031,photo,2015-11-02 20:37:00,1145,25,0,1145,0,0,0,0,0,,,,,1195,high,20,0
1032,status,2015-11-02 05:21:00,950,8,3,950,0,0,0,0,0,,,,,975,high,5,0
1033,photo,2015-11-01 22:07:00,2024,23,1,2024,0,0,0,0,0,,,,,2073,high,22,6
1034,status,2015-11-01 04:47:00,950,13,0,950,0,0,0,0,0,,,,,976,high,4,6
1035,photo,2015-11-01 04:28:00,951,10,0,951,0,0,0,0,0,,,,,971,high,4,6
1036,status,2015-11-01 02:07:00,974,10,0,974,0,0,0,0,0,,,,,994,high,2,6
1037,photo,2015-10-31 23:58:00,1139,57,0,1139,0,0,0,0,0,,,,,1253,high,23,5
1038,status,2015-10-31 23:46:00,1061,5,0,1061,0,0,0,0,0,,,,,1071,high,23,5
1039,status,2015-10-31 06:21:00,1018,10,0,1018,0,0,0,0,0,,,,,1038,high,6,5
1040,status,2015-10-30 06:42:00,991,10,1,991,0,0,0,0,0,,,,,1014,high,6,4
1041,photo,2015-10-30 05:11:00,952,4,0,952,0,0,0,0,0,,,,,960,high,5,4
1042,photo,2015-10-30 01:34:00,1999,22,0,1999,0,0,0,0,0,,,,,2043,high,1,4
1043,status,2015-10-30 01:33:00,1251,17,1,1251,0,0,0,0,0,,,,,1288,high,1,4
1044,status,2015-10-29 23:43:00,968,9,0,968,0,0,0,0,0,,,,,986,high,23,3
1045,status,2015-10-28 22:33:00,1338,6,1,1338,0,0,0,0,0,,,,,1353,high,22,2
1046,photo,2015-10-28 07:42:00,948,5,0,948,0,0,0,0,0,,,,,958,high,7,2
1047,photo,2015-10-28 06:29:00,1,0,0,1,0,0,0,0,0,,,,,1,low,6,2
1048,photo,2015-10-28 06:19:00,1914,0,2,1914,0,0,0,0,0,,,,,1920,high,6,2
1049,status,2015-10-28 04:32:00,1377,5,0,1377,0,0,0,0,0,,,,,1387,high,4,2
1050,status,2015-10-28 04:13:00,1244,13,1,1244,0,0,0,0,0,,,,,1273,high,4,2
1051,status,2015-10-27 19:36:00,948,3,0,948,0,0,0,0,0,,,,,954,high,19,1
1052,status,2015-10-27 08:32:00,1229,5,0,1229,0,0,0,0,0,,,,,1239,high,8,1
1053,status,2015-10-27 06:38:00,1363,12,0,1363,0,0,0,0,0,,,,,1387,high,6,1
1054,status,2015-10-27 06:29:00,956,6,0,956,0,0,0,0,0,,,,,968,high,6,1
1055,photo,2015-10-26 09:41:00,1080,28,0,1080,0,0,0,0,0,,,,,1136,high,9,0
1056,status,2015-10-25 03:48:00,994,9,0,994,0,0,0,0,0,,,,,1012,high,3,6
1057,status,2015-10-24 23:37:00,1419,7,0,1419,0,0,0,0,0,,,,,1433,high,23,5
1058,photo,2015-10-24 09:09:00,954,6,1,954,0,0,0,0,0,,,,,969,high,9,5
1059,status,2015-10-24 07:25:00,550,1,0,550,0,0,0,0,0,,,,,552,high,7,5
1060,status,2015-10-24 06:55:00,549,6,0,549,0,0,0,0,0,,,,,561,high,6,5
1061,photo,2015-10-24 03:18:00,1143,154,64,1143,0,0,0,0,0,,,,,1643,high,3,5
1062,status,2015-10-24 03:10:00,1356,10,1,1356,0,0,0,0,0,,,,,1379,high,3,5
1063,photo,2015-10-23 14:19:00,1774,2,0,1774,0,0,0,0,0,,,,,1778,high,14,4
1064,status,2015-10-21 23:51:00,1230,49,0,1230,0,0,0,0,0,,,,,1328,high,23,2
1065,photo,2015-10-21 23:01:00,1451,14,4,1451,0,0,0,0,0,,,,,1491,high,23,2
1066,photo,2015-10-21 02:06:00,1784,3,0,1784,0,0,0,0,0,,,,,1790,high,2,2
1067,status,2015-10-21 01:50:00,1983,8,1,1983,0,0,0,0,0,,,,,2002,high,1,2
1068,photo,2015-10-20 22:02:00,2632,11,0,2632,0,0,0,0,0,,,,,2654,high,22,1
1069,photo,2015-10-19 03:14:00,2166,8,0,2166,0,0,0,0,0,,,,,2182,high,3,0
1070,status,2015-10-16 23:09:00,1218,12,1,1218,0,0,0,0,0,,,,,1245,high,23,4
1071,photo,2015-10-16 21:45:00,1724,129,105,1724,0,0,0,0,0,,,,,2297,high,21,4
1072,photo,2015-10-12 06:39:00,2773,8,1,2773,0,0,0,0,0,,,,,2792,high,6,0
1073,status,2015-10-12 02:11:00,1259,211,78,1259,0,0,0,0,0,,,,,1915,high,2,0
1074,status,2015-10-12 02:09:00,1270,9,0,1270,0,0,0,0,0,,,,,1288,high,2,0
1075,photo,2015-10-10 03:14:00,1921,8,0,1921,0,0,0,0,0,,,,,1937,high,3,5
1076,status,2015-10-09 01:37:00,1164,222,72,1164,0,0,0,0,0,,,,,1824,high,1,4
1077,photo,2015-10-09 00:07:00,1029,11,1,1029,0,0,0,0,0,,,,,1054,high,0,4
1078,video,2015-10-08 03:43:00,1197,12,5,1197,0,0,0,0,0,,,,,1236,high,3,3
1079,video,2015-10-08 02:59:00,951,6,1,951,0,0,0,0,0,,,,,966,high,2,3
1080,video,2015-10-08 00:50:00,121,14,11,121,0,0,0,0,0,,,,,182,medium,0,3
1081,status,2015-10-07 23:06:00,169,10,0,169,0,0,0,0,0,,,,,189,medium,23,2
1082,video,2015-10-07 01:18:00,2186,14,11,2186,0,0,0,0,0,,,,,2247,high,1,2
1083,video,2015-10-07 01:00:00,1910,7,0,1910,0,0,0,0,0,,,,,1924,high,1,2
1084,photo,2015-10-05 01:55:00,1069,20,3,1069,0,0,0,0,0,,,,,1118,high,1,0
1085,status,2015-10-02 09:24:00,2177,18,0,2177,0,0,0,0,0,,,,,2213,high,9,4
1086,photo,2015-09-28 06:32:00,1825,13,0,1825,0,0,0,0,0,,,,,1851,high,6,0
1087,photo,2015-09-28 03:26:00,1880,1,0,1880,0,0,0,0,0,,,,,1882,high,3,0
1088,photo,2015-09-28 00:08:00,1265,10,0,1265,0,0,0,0,0,,,,,1285,high,0,0
1089,status,2015-09-25 07:44:00,2297,260,72,2297,0,0,0,0,0,,,,,3033,high,7,4
1090,photo,2015-09-24 02:56:00,1700,290,87,1700,0,0,0,0,0,,,,,2541,high,2,3
1091,photo,2015-09-24 01:49:00,976,2,0,976,0,0,0,0,0,,,,,980,high,1,3
1092,photo,2015-09-23 04:13:00,1077,21,3,1077,0,0,0,0,0,,,,,1128,high,4,2
1093,status,2015-09-20 22:53:00,1346,330,72,1346,0,0,0,0,0,,,,,2222,high,22,6
1094,photo,2015-09-20 22:50:00,1188,14,1,1188,0,0,0,0,0,,,,,1219,high,22,6
1095,status,2015-09-20 21:45:00,1081,15,2,1081,0,0,0,0,0,,,,,1117,high,21,6
1096,photo,2015-09-16 07:16:00,1898,28,3,1898,0,0,0,0,0,,,,,1963,high,7,2
1097,video,2015-09-15 12:25:00,1916,15,19,1916,0,0,0,0,0,,,,,2003,high,12,1
1098,video,2015-09-14 01:43:00,1092,17,23,1092,0,0,0,0,0,,,,,1195,high,1,0
1099,photo,2015-09-13 01:09:00,1566,31,2,1566,0,0,0,0,0,,,,,1634,high,1,6
1100,status,2015-09-13 01:08:00,992,7,0,992,0,0,0,0,0,,,,,1006,high,1,6
1101,status,2015-09-13 01:03:00,1172,199,62,1172,0,0,0,0,0,,,,,1756,high,1,6
1102,video,2015-09-13 00:24:00,1646,12,14,1646,0,0,0,0,0,,,,,1712,high,0,6
1103,photo,2015-09-12 02:39:00,1966,23,2,1966,0,0,0,0,0,,,,,2018,high,2,5
1104,video,2015-09-12 02:19:00,2020,12,26,2020,0,0,0,0,0,,,,,2122,high,2,5
1105,photo,2015-09-11 10:15:00,2055,29,2,2055,0,0,0,0,0,,,,,2119,high,10,4
1106,photo,2015-09-11 01:17:00,1830,15,0,1830,0,0,0,0,0,,,,,1860,high,1,4
1107,status,2015-09-10 05:22:00,2244,11,0,2244,0,0,0,0,0,,,,,2266,high,5,3
1108,photo,2015-09-10 04:53:00,1128,10,8,1128,0,0,0,0,0,,,,,1172,high,4,3
1109,photo,2015-09-10 01:21:00,1842,286,106,1842,0,0,0,0,0,,,,,2732,high,1,3
1110,photo,2015-09-07 22:14:00,2606,13,1,2606,0,0,0,0,0,,,,,2635,high,22,0
1111,photo,2015-09-05 02:57:00,2153,44,10,2153,0,0,0,0,0,,,,,2271,high,2,5
1112,photo,2015-09-04 00:58:00,2042,225,76,2042,0,0,0,0,0,,,,,2720,high,0,4
1113,photo,2015-09-01 00:26:00,1125,363,122,1125,0,0,0,0,0,,,,,2217,high,0,1
1114,photo,2015-08-30 03:46:00,2098,32,1,2098,0,0,0,0,0,,,,,2165,high,3,6
1115,photo,2015-08-30 00:16:00,1956,17,1,1956,0,0,0,0,0,,,,,1993,high,0,6
1116,photo,2015-08-29 23:40:00,2444,24,1,2444,0,0,0,0,0,,,,,2495,high,23,5
1117,photo,2015-08-29 10:11:00,1803,10,0,1803,0,0,0,0,0,,,,,1823,high,10,5
1118,status,2015-08-29 02:39:00,1042,8,0,1042,0,0,0,0,0,,,,,1058,high,2,5
1119,photo,2015-08-28 23:39:00,1231,27,1,1231,0,0,0,0,0,,,,,1288,high,23,4
1120,photo,2015-08-27 04:47:00,2045,25,5,2045,0,0,0,0,0,,,,,2110,high,4,3
1121,video,2015-08-27 03:05:00,1915,74,103,1915,0,0,0,0,0,,,,,2372,high,3,3
1122,photo,2015-08-27 00:19:00,1995,21,8,1995,0,0,0,0,0,,,,,2061,high,0,3
1123,photo,2015-08-26 23:28:00,2183,56,14,2183,0,0,0,0,0,,,,,2337,high,23,2
1124,photo,2015-08-26 03:58:00,1140,297,92,1140,0,0,0,0,0,,,,,2010,high,3,2
1125,photo,2015-08-25 00:26:00,1805,15,0,1805,0,0,0,0,0,,,,,1835,high,0,1
1126,photo,2015-08-25 00:13:00,1962,354,119,1962,0,0,0,0,0,,,,,3027,high,0,1
1127,link,2015-08-19 20:38:00,1933,8,0,1933,0,0,0,0,0,,,,,1949,high,20,2
1128,photo,2015-08-16 11:39:00,2636,16,0,2636,0,0,0,0,0,,,,,2668,high,11,6
1129,photo,2015-08-14 23:34:00,2264,284,78,2264,0,0,0,0,0,,,,,3066,high,23,4
1130,photo,2015-08-12 05:28:00,2606,2,0,2606,0,0,0,0,0,,,,,2610,high,5,2
1131,photo,2015-08-07 22:40:00,1618,13,0,1618,0,0,0,0,0,,,,,1644,high,22,4
1132,photo,2015-08-07 06:22:00,2947,14,0,2947,0,0,0,0,0,,,,,2975,high,6,4
1133,photo,2015-08-06 22:32:00,2062,206,64,2062,0,0,0,0,0,,,,,2666,high,22,3
1134,status,2015-08-06 03:48:00,1987,13,0,1987,0,0,0,0,0,,,,,2013,high,3,3
1135,photo,2015-08-05 06:29:00,2265,8,0,2265,0,0,0,0,0,,,,,2281,high,6,2
1136,video,2015-08-04 07:40:00,1249,0,0,1249,0,0,0,0,0,,,,,1249,high,7,1
1137,photo,2015-08-03 04:10:00,2791,10,0,2791,0,0,0,0,0,,,,,2811,high,4,0
1138,link,2015-08-02 04:45:00,2214,1,0,2214,0,0,0,0,0,,,,,2216,high,4,6
1139,photo,2015-08-01 22:40:00,2620,4,41,2620,0,0,0,0,0,,,,,2751,high,22,5
1140,video,2015-08-01 01:59:00,2025,7,4,2025,0,0,0,0,0,,,,,2051,high,1,5
1141,status,2015-07-29 02:57:00,1968,6,1,1968,0,0,0,0,0,,,,,1983,high,2,2
1142,photo,2015-07-29 01:11:00,2204,8,0,2204,0,0,0,0,0,,,,,2220,high,1,2
1143,photo,2015-07-19 04:41:00,2211,361,93,2211,0,0,0,0,0,,,,,3212,high,4,6
1144,photo,2015-07-16 02:37:00,2399,11,0,2399,0,0,0,0,0,,,,,2421,high,2,3
1145,photo,2015-07-16 01:49:00,2260,390,122,2260,0,0,0,0,0,,,,,3406,high,1,3
1146,status,2015-07-15 03:14:00,1977,10,0,1977,0,0,0,0,0,,,,,1997,high,3,2
1147,photo,2015-07-14 01:21:00,2348,12,0,2348,0,0,0,0,0,,,,,2372,high,1,1
1148,photo,2015-07-09 21:58:00,2489,32,0,2489,0,0,0,0,0,,,,,2553,high,21,3
1149,photo,2015-07-09 21:57:00,2293,7,0,2293,0,0,0,0,0,,,,,2307,high,21,3
1150,photo,2015-07-09 03:55:00,2221,10,0,2221,0,0,0,0,0,,,,,2241,high,3,3
1151,photo,2015-07-06 22:35:00,2314,509,35,2314,0,0,0,0,0,,,,,3437,high,22,0
1152,photo,2015-07-06 02:56:00,1279,11,0,1279,0,0,0,0,0,,,,,1301,high,2,0
1153,photo,2015-07-05 00:51:00,2404,11,0,2404,0,0,0,0,0,,,,,2426,high,0,6
1154,status,2015-07-04 00:48:00,2010,32,0,2010,0,0,0,0,0,,,,,2074,high,0,5
1155,photo,2015-07-01 08:18:00,1191,22,2,1191,0,0,0,0,0,,,,,1241,high,8,2
1156,photo,2015-06-29 23:44:00,1392,10,0,1392,0,0,0,0,0,,,,,1412,high,23,0
1157,video,2015-06-26 01:46:00,2204,10,9,2204,0,0,0,0,0,,,,,2251,high,1,4
1158,status,2015-06-26 01:11:00,1929,17,1,1929,0,0,0,0,0,,,,,1966,high,1,4
1159,photo,2015-06-25 23:26:00,7,0,2,7,0,0,0,0,0,,,,,13,low,23,3
1160,photo,2015-06-25 07:51:00,12,1,0,12,0,0,0,0,0,,,,,14,low,7,3
1161,photo,2015-06-25 04:53:00,3,0,2,3,0,0,0,0,0,,,,,9,low,4,3
1162,status,2015-06-24 04:00:00,2303,21,5,2303,0,0,0,0,0,,,,,2360,high,4,2
1163,video,2015-06-23 04:35:00,1926,4,15,1926,0,0,0,0,0,,,,,1979,high,4,1
1164,video,2015-06-22 00:24:00,2288,5,7,2288,0,0,0,0,0,,,,,2319,high,0,0
1165,status,2015-06-21 23:59:00,2419,15,14,2419,0,0,0,0,0,,,,,2491,high,23,6
1166,status,2015-06-21 23:42:00,2297,14,0,2297,0,0,0,0,0,,,,,2325,high,23,6
1167,status,2015-06-21 22:22:00,1888,15,0,1888,0,0,0,0,0,,,,,1918,high,22,6
1168,video,2015-06-21 01:06:00,2033,11,12,2033,0,0,0,0,0,,,,,2091,high,1,6
1169,photo,2015-06-21 01:01:00,2414,22,0,2414,0,0,0,0,0,,,,,2458,high,1,6
1170,video,2015-06-20 02:48:00,1982,12,1,1982,0,0,0,0,0,,,,,2009,high,2,5
1171,status,2015-06-20 01:16:00,2223,13,1,2223,0,0,0,0,0,,,,,2252,high,1,5
1172,photo,2015-06-20 00:38:00,2341,18,0,2341,0,0,0,0,0,,,,,2377,high,0,5
1173,status,2015-06-19 00:39:00,2101,7,2,2101,0,0,0,0,0,,,,,2121,high,0,4
1174,video,2015-06-18 03:39:00,2201,2,1,2201,0,0,0,0,0,,,,,2208,high,3,3
1175,video,2015-06-18 01:32:00,2020,4,12,2020,0,0,0,0,0,,,,,2064,high,1,3
1176,link,2015-06-17 04:21:00,1940,70,12,1940,0,0,0,0,0,,,,,2116,high,4,2
1177,photo,2015-06-16 23:41:00,2071,12,0,2071,0,0,0,0,0,,,,,2095,high,23,1
1178,photo,2015-06-14 22:23:00,2080,32,2,2080,0,0,0,0,0,,,,,2150,high,22,6
1179,photo,2015-06-12 09:02:00,2382,17,0,2382,0,0,0,0,0,,,,,2416,high,9,4
1180,video,2015-06-10 09:00:00,2259,5,8,2259,0,0,0,0,0,,,,,2293,high,9,2
1181,video,2015-06-10 09:00:00,55,2,9,55,0,0,0,0,0,,,,,86,medium,9,2
1182,photo,2015-06-10 04:57:00,2242,7,6,2242,0,0,0,0,0,,,,,2274,high,4,2
1183,photo,2015-06-08 11:00:00,2028,16,0,2028,0,0,0,0,0,,,,,2060,high,11,0
1184,video,2015-06-08 05:05:00,2300,1,6,2300,0,0,0,0,0,,,,,2320,high,5,0
1185,photo,2015-06-07 05:23:00,6,0,1,6,0,0,0,0,0,,,,,9,low,5,6
1186,video,2015-06-07 03:32:00,2273,2,6,2273,0,0,0,0,0,,,,,2295,high,3,6
1187,photo,2015-06-05 22:20:00,2132,36,4,2132,0,0,0,0,0,,,,,2216,high,22,4
1188,photo,2015-06-04 22:40:00,2074,22,1,2074,0,0,0,0,0,,,,,2121,high,22,3
1189,photo,2015-06-04 22:32:00,2276,30,1,2276,0,0,0,0,0,,,,,2339,high,22,3
1190,status,2015-06-04 02:18:00,2319,14,2,2319,0,0,0,0,0,,,,,2353,high,2,3
1191,video,2015-06-03 04:25:00,2217,3,7,2217,0,0,0,0,0,,,,,2244,high,4,2
1192,video,2015-06-02 04:59:00,2329,13,18,2329,0,0,0,0,0,,,,,2409,high,4,1
1193,photo,2015-06-02 02:25:00,2174,18,1,2174,0,0,0,0,0,,,,,2213,high,2,1
1194,video,2015-06-01 03:26:00,2252,0,1,2252,0,0,0,0,0,,,,,2255,high,3,0
1195,video,2015-05-31 03:21:00,2251,3,0,2251,0,0,0,0,0,,,,,2257,high,3,6
1196,link,2015-05-22 08:21:00,1931,26,0,1931,0,0,0,0,0,,,,,1983,high,8,4
1197,photo,2015-05-22 03:11:00,2095,213,68,2095,0,0,0,0,0,,,,,2725,high,3,4
1198,photo,2015-05-22 03:09:00,2030,28,0,2030,0,0,0,0,0,,,,,2086,high,3,4
1199,photo,2015-05-21 02:09:00,2634,449,119,2634,0,0,0,0,0,,,,,3889,high,2,3
1200,link,2015-05-20 08:00:00,2026,35,1,2026,0,0,0,0,0,,,,,2099,high,8,2
1201,photo,2015-05-20 00:13:00,2118,6,0,2118,0,0,0,0,0,,,,,2130,high,0,2
1202,photo,2015-05-19 21:42:00,2112,28,2,2112,0,0,0,0,0,,,,,2174,high,21,1
1203,photo,2015-05-19 06:07:00,2675,13,0,2675,0,0,0,0,0,,,,,2701,high,6,1
1204,photo,2015-05-18 22:55:00,2126,11,0,2126,0,0,0,0,0,,,,,2148,high,22,0
1205,video,2015-05-18 06:20:00,2418,179,48,2418,0,0,0,0,0,,,,,2920,high,6,0
1206,video,2015-05-18 02:43:00,1892,4,1,1892,0,0,0,0,0,,,,,1903,high,2,0
1207,photo,2015-05-17 06:26:00,2462,12,0,2462,0,0,0,0,0,,,,,2486,high,6,6
1208,video,2015-05-17 05:33:00,3639,175,101,3639,0,0,0,0,0,,,,,4292,high,5,6
1209,video,2015-05-17 01:06:00,270,14,37,270,0,0,0,0,0,,,,,409,high,1,6
1210,photo,2015-05-17 00:47:00,380,24,3,380,0,0,0,0,0,,,,,437,high,0,6
1211,status,2015-05-16 09:52:00,421,16,0,421,0,0,0,0,0,,,,,453,high,9,5
1212,photo,2015-05-12 05:51:00,2253,8,0,2253,0,0,0,0,0,,,,,2269,high,5,1
1213,photo,2015-05-12 05:51:00,2346,7,1,2346,0,0,0,0,0,,,,,2363,high,5,1
1214,video,2015-05-10 22:40:00,2999,281,87,2999,0,0,0,0,0,,,,,3822,high,22,6
1215,video,2015-05-09 01:28:00,1904,5,1,1904,0,0,0,0,0,,,,,1917,high,1,5
1216,photo,2015-05-08 04:21:00,2402,4,0,2402,0,0,0,0,0,,,,,2410,high,4,4
1217,photo,2015-05-06 22:07:00,2239,42,2,2239,0,0,0,0,0,,,,,2329,high,22,2
1218,status,2015-05-06 05:14:00,2332,46,0,2332,0,0,0,0,0,,,,,2424,high,5,2
1219,video,2015-04-24 04:26:00,2374,8,9,2374,0,0,0,0,0,,,,,2417,high,4,4
1220,photo,2015-04-23 21:45:00,2492,10,0,2492,0,0,0,0,0,,,,,2512,high,21,3
1221,status,2015-04-23 09:05:00,2072,22,1,2072,0,0,0,0,0,,,,,2119,high,9,3
1222,photo,2015-04-23 03:30:00,2826,21,0,2826,0,0,0,0,0,,,,,2868,high,3,3
1223,photo,2015-04-23 03:25:00,2032,3,0,2032,0,0,0,0,0,,,,,2038,high,3,3
1224,photo,2015-04-23 03:23:00,2154,6,2,2154,0,0,0,0,0,,,,,2172,high,3,3
1225,photo,2015-04-23 03:21:00,1997,3,1,1997,0,0,0,0,0,,,,,2006,high,3,3
